Zoning Classification,Overall Material Quality,Overall House Condition,Roof Style,Fireplace Quality,Garage Year Built,Garage Area,Garage Quality,Year Sold,Actual SalePrice,Expected SalePrice
Low Density,5,6,Gable,Fair,1957,447,Average,2006,134450,166208.606
Low Density,5,5,Gable,Average,1979,600,Average,2006,135960,164436.096
Low Density,6,8,Hip,NA,1954,286,Average,2006,156000,165230.732
Low Density,6,5,Hip,Average,1954,451,Average,2006,140000,166485.8339
Low Density,5,6,Gable,NA,1952,280,Average,2006,139500,151936.4088
Low Density,6,6,Hip,Good,1951,400,Average,2006,155000,178488.6331
Low Density,5,7,Gable,NA,1993,684,Average,2006,127000,136499.1471
Low Density,5,5,Hip,Average,1956,319,Average,2006,133500,145573.7227
Low Density,5,6,Gable,NA,1955,300,Average,2006,125000,134292.3512
Low Density,5,6,Hip,NA,1951,270,Average,2006,142000,163934.0355
Low Density,7,5,Hip,Good,1941,791,Average,2006,167000,178286.7031
Low Density,5,5,Hip,NA,2001,896,Average,2006,159000,169750.1901
Low Density,5,5,Gable,Good,1977,1008,Average,2006,180000,215382.6974
Low Density,6,6,Gable,NA,1953,649,Average,2006,127000,150762.4234
Low Density,6,6,Gable,NA,1924,398,Average,2006,112000,115331.4713
Low Density,3,8,Gable,NA,1936,371,Fair,2006,99800,118291.9201
Low Density,5,7,Gable,NA,1955,326,Average,2006,117000,133582.7737
Low Density,5,6,Gable,NA,1968,326,Average,2006,108480,133040.9849
Low Density,3,3,Hip,NA,1967,660,Fair,2006,68000,78908.52832
Low Density,4,8,Gable,NA,1900,280,Fair,2006,86900,104534.2275
Low Density,5,6,Hip,Good,1970,720,Average,2006,120000,121816.3198
Low Density,6,8,Gable,Good,1974,528,Average,2006,155500,185982.4627
Low Density,4,4,Gable,Average,1935,648,Fair,2006,80000,97093.57302
Low Density,3,4,Gable,NA,1998,936,Average,2006,105000,119925.1178
Low Density,5,4,Gable,Good,1970,520,Average,2006,160000,177896.7305
Low Density,5,8,Gable,Average,1950,566,Average,2006,170000,178292.0597
Low Density,6,5,Gable,Average,1965,440,Average,2006,160000,162585.3379
Low Density,5,5,Gable,Good,1966,484,Average,2006,159950,185698.0444
Low Density,6,5,Gable,Good,1963,294,Average,2006,165000,199999.7895
Low Density,6,7,Gable,Good,1962,440,Average,2006,159000,197516.581
Low Density,6,5,Gable,NA,1962,264,Average,2006,147000,176910.5919
Low Density,5,5,Gable,NA,1964,288,Average,2006,115000,140462.5202
Low Density,6,6,Hip,Fair,1954,539,Average,2006,159500,187731.1597
Low Density,6,6,Gable,NA,1959,288,Average,2006,120000,149176.2958
Low Density,5,7,Gable,NA,1957,308,Average,2006,129900,155579.0704
Low Density,6,6,Gable,Average,1961,418,Average,2006,183000,211935.9403
Low Density,7,5,Hip,Good,1959,484,Average,2006,157500,190426.7474
Low Density,7,8,Gable,Good,1962,441,Average,2006,277500,345893.491
Low Density,5,6,Gable,Good,1957,319,Average,2006,207500,231434.8292
Low Density,4,6,Gable,NA,1950,597,Fair,2006,147500,167409.4405
Low Density,4,4,Gable,NA,,0,NA,2006,135000,150788.7897
Low Density,5,7,Hip,NA,1950,625,Average,2006,109500,133362.8279
Low Density,4,5,Gable,NA,1950,420,Average,2006,109900,122294.2361
Low Density,5,5,Gable,NA,1959,286,Average,2006,133700,136690.627
Low Density,3,4,Gable,NA,1950,400,Average,2006,81400,83642.13363
Low Density,3,4,Gable,NA,1949,400,Average,2006,87500,100985.6891
Low Density,3,4,Gable,NA,1949,400,Average,2006,93500,105033.3011
Low Density,5,5,Hip,NA,,0,NA,2006,119000,148516.3809
Low Density,5,6,Gable,NA,1959,300,Average,2006,141000,142075.884
Low Density,5,4,Hip,NA,1961,288,Average,2006,146000,151443.5387
Low Density,6,5,Gable,Fair,1966,453,Average,2006,155000,161652.8099
Low Density,5,5,Gable,NA,1962,300,Average,2006,134500,150823.8941
Low Density,7,6,Gable,NA,1962,528,Average,2006,120000,120438.2534
Low Density,5,6,Gable,NA,1962,336,Average,2006,105000,124057.2922
Low Density,5,5,Gable,NA,,0,NA,2006,124000,146321.9082
Medium Density,5,8,Hip,NA,1900,624,Average,2006,169000,184227.2103
Medium Density,4,4,Gable,NA,1940,210,Average,2006,107000,133074.0032
Medium Density,5,6,Gable,NA,1948,240,Average,2006,135000,158851.7252
Medium Density,4,6,Gable,Average,1920,162,Fair,2006,111500,116802.476
Medium Density,6,8,Gable,NA,1956,400,Average,2006,156500,173352.7231
Medium Density,7,7,Gable,Good,1925,546,Fair,2006,178000,219380.982
Medium Density,7,7,Gable,NA,1985,576,Average,2006,139900,144156.7566
Medium Density,7,8,Gable,Poor,1930,200,Fair,2006,105000,110536.3001
Medium Density,6,8,Hip,NA,1932,270,Fair,2006,110000,117813.0597
Medium Density,4,6,Gable,NA,1993,576,Average,2006,111500,125575.0969
Medium Density,6,5,Gable,NA,1995,280,Average,2006,108000,114214.4883
Medium Density,5,7,Gable,NA,1925,216,Average,2006,111500,131465.8539
Medium Density,5,6,Gable,NA,1937,240,Fair,2006,124000,126446.6503
Medium Density,4,5,Gable,NA,1952,528,Average,2006,105000,117771.9489
Medium Density,6,8,Gable,NA,1990,440,Average,2006,116000,138430.4318
Medium Density,3,5,Gable,NA,1930,216,Average,2006,96900,115795.0562
Medium Density,5,7,Hip,NA,1976,576,Average,2006,135500,135824.3151
Medium Density,5,7,Gable,NA,1976,450,Average,2006,139000,147825.7994
Medium Density,3,5,Gable,NA,1921,200,Fair,2006,61500,70237.19404
Medium Density,6,7,Gable,NA,1945,378,Fair,2006,120000,141909.902
Medium Density,3,8,Gable,NA,1955,220,Fair,2006,126175,127260.0104
Medium Density,3,4,Gable,NA,1938,250,Average,2006,64000,75271.74618
Medium Density,6,8,Gable,NA,1910,440,Poor,2006,137000,153658.5949
Medium Density,4,2,Gable,NA,1920,779,Fair,2006,87000,91753.21693
Medium Density,7,7,Gable,Average,1914,320,Average,2006,163000,201166.0354
Medium Density,7,6,Gable,NA,1910,432,Fair,2006,155000,157941.7251
Medium Density,5,4,Gable,NA,1940,352,Fair,2006,79000,98555.68965
Medium Density,7,6,Gable,Good,1916,225,Average,2006,144000,148934.8275
Medium Density,6,7,Gable,NA,1930,216,Average,2006,114504,125954.4663
Medium Density,7,7,Hip,NA,1989,576,Average,2006,157000,183908.538
Medium Density,6,5,Gable,NA,1923,312,Fair,2006,125000,125524.5042
Medium Density,10,9,Gable,Average,1993,840,Excellent,2006,475000,487903.2518
Medium Density,5,7,Hip,NA,,0,NA,2006,93500,98370.21879
Medium Density,5,5,Hip,NA,2002,624,Average,2006,125000,145623.1379
Commercial,3,3,Gable,NA,,0,NA,2006,64500,72782.01818
Low Density,4,5,Gable,Average,,0,NA,2006,100000,120822.6448
Low Density,6,5,Gable,Good,1939,312,Average,2006,140200,170661.6811
Low Density,6,7,Gambrel,Good,1943,240,Fair,2006,202500,206819.8587
Medium Density,6,7,Gable,Good,1950,420,Average,2006,159000,168493.9428
Medium Density,5,7,Gable,Good,1939,410,Average,2006,119900,122010.48
Medium Density,6,6,Gable,Good,1985,528,Average,2006,114500,137929.1089
Medium Density,5,4,Gable,NA,1936,240,Fair,2006,115000,142391.6459
Medium Density,3,5,Gable,NA,1930,258,Fair,2006,75000,88740.29132
Medium Density,5,7,Gable,NA,1925,450,Average,2006,88000,105496.2724
Medium Density,4,5,Gable,NA,,0,NA,2006,80500,82634.95245
Medium Density,5,6,Gable,Good,1928,225,Average,2006,149000,181128.0155
Medium Density,5,7,Gable,NA,1930,180,Fair,2006,110000,114317.4729
Medium Density,6,6,Gable,Good,1976,440,Average,2006,110500,132028.5636
Medium Density,5,7,Gable,NA,1921,205,Average,2006,89000,104628.6413
Medium Density,5,6,Gable,Good,1922,280,Average,2006,113000,139403.9847
Low Density,5,5,Gable,NA,1925,210,Fair,2006,109000,124183.1272
Medium Density,6,5,Gable,Good,1962,576,Average,2006,220000,263380.6302
Low Density,4,5,Gable,NA,1970,576,Average,2006,129000,141096.477
Medium Density,6,8,Hip,NA,1950,255,Fair,2006,117000,125185.9253
Medium Density,4,4,Gable,NA,,0,NA,2006,52500,63013.15137
Medium Density,4,5,Gable,NA,1924,370,Fair,2006,107000,130428.0205
Medium Density,5,8,Gable,NA,2001,390,Average,2006,116500,140777.0754
Medium Density,5,4,Gable,NA,,0,NA,2006,72000,72216.89935
Medium Density,6,6,Gable,Good,1937,198,Average,2006,119500,127234.5929
Medium Density,5,6,Gable,NA,1951,297,Average,2006,125500,145011.9617
Medium Density,3,4,Hip,Good,1922,210,Average,2006,91000,98515.75052
Medium Density,6,8,Gable,NA,,0,NA,2006,84500,89376.78085
Medium Density,6,6,Gable,NA,1930,308,Average,2006,90000,102266.1305
Low Density,5,5,Gable,Average,1951,288,Average,2006,137500,142237.7611
Low Density,6,5,Gable,NA,1964,576,Average,2006,150000,154276.4518
Low Density,5,5,Gable,Good,1950,394,Average,2006,131000,133694.8369
Low Density,5,4,Hip,NA,1958,288,Average,2006,130000,131139.3049
Low Density,5,7,Gable,Average,1939,260,Average,2006,125000,139406.0927
Low Density,5,3,Gable,NA,1936,180,Average,2006,80000,94982.76302
Low Density,7,5,Shed,NA,2004,246,Average,2006,157000,178602.9674
Low Density,4,5,Gable,Poor,1974,459,Average,2006,148000,162659.634
Low Density,4,5,Gable,NA,1967,516,Average,2006,90000,110938.304
Low Density,6,8,Hip,NA,1963,264,Average,2006,154500,170346.3653
Low Density,5,6,Hip,Average,1967,528,Average,2006,153600,178132.3122
Low Density,5,6,Gable,Fair,1966,564,Average,2006,164500,204284.2348
Low Density,6,7,Gable,NA,1964,336,Average,2006,132000,152781.4714
Low Density,5,6,Gable,NA,1966,286,Average,2006,142500,164703.5852
Low Density,5,5,Hip,Fair,1968,336,Average,2006,158000,181924.6534
Low Density,6,7,Hip,Average,1978,440,Average,2006,149500,172916.2788
Low Density,5,5,Gable,Average,1967,512,Average,2006,165000,186636.0796
Low Density,5,6,Gable,Average,1968,440,Average,2006,180000,208592.6906
Low Density,6,6,Gable,Fair,1979,616,Average,2006,160500,196733.6344
Low Density,5,4,Gable,NA,1977,580,Average,2006,156500,186032.0137
Low Density,5,4,Gable,NA,1977,586,Average,2006,157000,177977.9186
Low Density,5,5,Gable,Good,1958,451,Average,2006,172500,210637.5939
Low Density,5,4,Gable,Average,1957,484,Average,2006,155000,166996.4279
Low Density,5,4,Hip,Good,1955,454,Average,2006,170000,211695.593
Low Density,5,5,Gable,Good,1924,322,Fair,2006,105000,124244.5025
Low Density,4,9,Gable,NA,1965,364,Average,2006,145000,154876.0752
Low Density,5,6,Gable,Average,1999,576,Average,2006,168000,186209.7776
Low Density,7,6,Gable,Good,1967,521,Average,2006,278000,340928.091
Low Density,5,6,Flat,Average,1993,575,Average,2006,164000,173207.7793
Low Density,7,4,Gable,Average,1953,667,Average,2006,225000,245743.3737
Low Density,5,7,Gable,NA,1973,576,Average,2006,130000,156798.1264
Low Density,5,5,Hip,Fair,1974,440,Average,2006,142500,163439.9657
Low Density,7,5,Gable,NA,1980,450,Good,2006,148400,173128.4134
Low Density,7,5,Gable,Average,1986,445,Average,2006,190000,208778.671
Low Density,4,5,Gable,Good,1954,504,Average,2006,146000,157199.3332
Low Density,5,5,Gable,Average,1942,215,Average,2006,128000,154436.3993
Low Density,5,8,Gable,NA,1948,230,Average,2006,225000,259787.812
Low Density,6,7,Flat,Good,1966,432,Good,2006,274970,292733.9836
Low Density,6,7,Gable,Good,1928,795,Average,2006,235000,237904.988
Low Density,6,8,Gable,Good,1993,836,Average,2006,415000,512367.5937
Low Density,5,5,Gable,Fair,1962,528,Average,2006,182000,199141.8134
Low Density,5,6,Gable,Excellent,2002,569,Average,2006,135000,152462.4568
Low Density,5,8,Hip,NA,1955,288,Average,2006,137000,169130.5641
Low Density,6,4,Gable,NA,1954,325,Average,2006,136900,155038.597
Low Density,6,5,Gable,NA,1953,305,Fair,2006,149900,156539.9238
Low Density,5,7,Gable,NA,1952,308,Average,2006,123500,133347.6341
Low Density,5,5,Gable,Good,,0,NA,2006,93000,98511.64427
Low Density,5,3,Gable,Average,1954,280,Average,2006,91500,103742.5318
Low Density,6,5,Gable,Average,1985,403,Average,2006,180000,181111.9966
Low Density,6,4,Gable,Average,1989,506,Average,2006,209000,249722.2255
Low Density,8,5,Gable,Average,1993,471,Average,2006,215000,255004.9021
Low Density,6,8,Gable,NA,1993,920,Average,2006,224500,243373.5583
Low Density,7,5,Gable,NA,2005,848,Average,2006,229800,254795.5832
Low Density,7,5,Gable,NA,2005,632,Average,2006,183600,190534.1627
Low Density,7,5,Gable,NA,2006,632,Average,2006,194000,223356.6562
Low Density,7,5,Gable,Good,2006,662,Average,2006,193879,213857.1805
Low Density,7,5,Gable,NA,2005,865,Average,2006,221500,262879.1229
Low Density,7,5,Gable,NA,2006,675,Average,2006,204900,209320.7663
Low Density,7,5,Gable,NA,2006,868,Average,2006,239799,249047.4581
Low Density,6,5,Hip,Good,2006,495,Average,2006,233555,248295.6354
Low Density,7,5,Gable,NA,2005,660,Average,2006,260000,280154.4937
Low Density,8,5,Hip,NA,2005,754,Average,2006,294900,346737.6357
Low Density,7,5,Gable,NA,2005,638,Average,2006,209700,215266.5949
Low Density,7,5,Gable,Good,2005,576,Average,2006,225000,260577.7278
Low Density,7,5,Gable,NA,2005,610,Average,2006,181000,202822.5392
Low Density,8,5,Gable,Average,1992,506,Average,2006,220000,270274.8248
Low Density,5,5,Gable,NA,1964,390,Average,2006,190000,225974.6839
Low Density,6,5,Flat,Average,1969,540,Average,2006,180000,183427.1714
Low Density,7,5,Gable,Average,1975,576,Average,2006,280000,306330.7391
Low Density,6,5,Gable,Poor,1968,522,Average,2006,158900,179587.8572
Low Density,5,5,Gable,NA,1998,576,Average,2006,148000,166870.0175
Low Density,5,6,Gable,NA,1996,462,Average,2006,145000,147126.2168
Low Density,6,5,Gable,Average,1995,473,Average,2006,187000,227501.5475
Low Density,7,5,Gable,NA,1998,591,Average,2006,193000,196545.7853
Low Density,5,5,Gable,NA,1996,576,Average,2006,156000,193167.5351
Low Density,7,5,Gable,NA,2000,541,Average,2006,235000,238215.4705
Low Density,6,5,Gable,NA,1997,576,Average,2006,217000,257321.1774
Low Density,7,5,Gable,NA,1999,472,Average,2006,214000,239047.7888
Low Density,7,5,Gable,NA,1999,515,Average,2006,196000,237357.7076
Low Density,7,5,Gable,Average,1999,586,Average,2006,217000,230228.7437
Low Density,7,5,Gable,NA,2002,492,Average,2006,200000,214867.3508
Low Density,7,5,Gable,Average,2002,474,Average,2006,192500,193615.4918
Low Density,7,5,Gable,Average,2001,843,Average,2006,205000,232044.4559
Low Density,5,5,Gable,NA,1976,576,Average,2006,132500,144638.9549
Low Density,6,6,Gable,NA,1977,317,Average,2006,157500,170900.4252
Low Density,6,6,Gable,NA,1989,672,Fair,2006,174000,215719.7043
Low Density,5,6,Gable,Poor,1969,300,Average,2006,128500,128714.068
Low Density,5,7,Hip,NA,1972,288,Average,2006,128500,135666.4899
Low Density,5,7,Gable,NA,1975,552,Average,2006,149900,152041.1417
Low Density,5,8,Gable,NA,1977,297,Average,2006,119900,146033.0449
High Density,6,5,Gable,NA,1993,484,Average,2006,137000,165603.8069
Low Density,8,5,Gable,Good,2002,586,Average,2006,255000,262040.3471
Low Density,7,5,Gable,NA,2002,591,Average,2006,222000,232039.3169
Low Density,6,5,Gable,Average,1999,530,Average,2006,214000,240325.5569
Low Density,8,5,Hip,Average,2002,418,Average,2006,220000,255982.159
Low Density,8,5,Hip,Average,2001,748,Average,2006,275000,308731.9431
Low Density,7,5,Gable,NA,2002,529,Average,2006,197000,244628.9743
Low Density,7,5,Gable,NA,2002,900,Average,2006,230000,267162.1427
Low Density,8,5,Gable,Average,1999,646,Average,2006,268500,307636.8567
Low Density,7,5,Gable,Average,1997,467,Average,2006,210900,254928.4015
Low Density,7,5,Gable,Average,1998,555,Average,2006,227000,243080.6838
Low Density,7,5,Gable,Average,1995,610,Average,2006,237000,267519.5405
Low Density,7,6,Gable,Average,1998,583,Average,2006,274300,335244.0362
Low Density,7,5,Hip,Good,2004,484,Average,2006,216837,231266.5203
Medium Density,6,5,Gable,NA,2003,420,Average,2006,133000,159249.9523
Medium Density,6,5,Gable,Good,2004,420,Average,2006,155900,168314.6453
Low Density,8,5,Gable,Good,2006,685,Good,2006,233230,258374.6705
Low Density,7,5,Gable,NA,2003,545,Average,2006,207000,231442.3019
Low Density,7,5,Gable,Good,2004,434,Average,2006,195000,217016.3139
Low Density,6,5,Gable,NA,2003,544,Average,2006,200000,205742.46
Low Density,7,5,Gable,NA,2006,578,Average,2006,203160,223540.8171
Low Density,7,5,Gable,NA,2005,572,Average,2006,195800,226329.5535
Low Density,7,5,Gable,NA,2005,782,Average,2006,212900,220295.6757
Low Density,7,5,Gable,NA,2004,565,Average,2006,196500,215263.1575
Low Density,7,5,Gable,NA,2005,502,Average,2006,198000,221079.9167
Low Density,6,5,Gable,NA,2005,564,Average,2006,173900,203990.7741
Low Density,6,5,Gable,Good,2005,390,Average,2006,163990,191031.1792
Low Density,7,5,Gable,Good,2005,400,Average,2006,164990,175420.711
Low Density,4,6,Gable,NA,1950,528,Average,2006,98000,116662.6428
Low Density,5,4,Gable,Good,1959,528,Average,2006,149900,168939.3839
Low Density,4,5,Gable,NA,1951,396,Average,2006,102000,109719.9642
Low Density,6,5,Flat,NA,,0,NA,2006,127500,155308.8
Low Density,6,5,Flat,NA,,0,NA,2006,127500,153447.9447
Low Density,5,4,Gable,NA,1969,360,Average,2006,119900,124951.4381
Low Density,7,5,Hip,Good,2003,616,Average,2006,196500,217512.5649
Low Density,6,5,Gable,NA,,0,NA,2006,117250,129146.7196
Low Density,7,5,Gable,Excellent,2003,502,Average,2006,229000,252904.8416
Medium Density,5,5,Gable,NA,2005,525,Average,2006,145000,166720.3504
Medium Density,6,5,Gable,NA,2005,525,Average,2006,140000,166995.739
Medium Density,6,5,Gable,NA,2005,525,Average,2006,142500,158228.5296
Medium Density,7,5,Gable,NA,2004,380,Average,2006,134000,151014.2485
Medium Density,7,5,Gable,NA,2004,380,Average,2006,130000,148385.3588
Medium Density,6,5,Gable,NA,2004,380,Average,2006,130000,160504.068
Medium Density,7,5,Gable,NA,2004,380,Average,2006,137500,157843.8419
Medium Density,7,5,Gable,NA,2004,380,Average,2006,130000,137031.6376
Low Density,4,7,Gable,NA,1948,265,Average,2006,97900,121788.0437
Low Density,6,3,Gable,NA,1974,528,Average,2006,92000,93593.07083
Low Density,4,5,Gable,NA,1924,288,Fair,2006,107000,130555.5475
Low Density,5,3,Gambrel,NA,,0,NA,2006,81000,95735.39189
Low Density,5,7,Gable,NA,1965,392,Average,2006,104900,126306.7792
Low Density,5,7,Hip,NA,1957,572,Average,2006,115000,125930.5872
Low Density,4,4,Hip,Good,1956,609,Average,2006,125000,151186.6779
Low Density,5,7,Gable,NA,1955,280,Average,2006,116000,126798.9869
Low Density,4,4,Gable,Good,,0,NA,2006,83000,88988.77379
Low Density,4,5,Gable,NA,1997,440,Average,2006,118500,118812.9036
Low Density,2,3,Gable,NA,1922,216,Fair,2006,35000,41792.97933
Low Density,4,7,Gable,NA,1910,275,Average,2006,121000,143635.7556
High Density,5,8,Gable,NA,,0,NA,2006,160000,180369.8029
Low Density,6,5,Gable,Good,1940,240,Average,2006,140000,168937.4824
Low Density,5,5,Gable,NA,1938,240,Fair,2006,137000,155045.1034
High Density,6,6,Gable,NA,1945,440,Average,2006,128000,135257.8041
Low Density,7,8,Gable,Good,1926,312,Average,2006,160000,192191.4449
Low Density,5,5,Gable,NA,1914,180,Fair,2006,138887,148633.4345
Low Density,6,8,Gable,NA,1920,216,Average,2006,149000,182827.8853
Low Density,5,5,Gable,NA,,0,NA,2006,102000,126286.7526
Low Density,7,8,Gable,Good,1919,288,Fair,2006,167000,194040.9523
Low Density,7,6,Gable,Good,1920,216,Fair,2006,200100,201169.6445
